OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Carbonate (CO3),Total,0.0,mg/l,,Accepted,,Actual,,,,,,,00445,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.64,mg/l,,Historical,,Actual,,,,,,,00600,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Phosphate-phosphorus,Total,0.120,mg/l,,Historical,,Actual,,,,,,,00650,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Phosphate,Dissolved,0.080,mg/l,,Historical,,Actual,,,,,,,00660,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Total hardness -- SDWA NPDWR,,140,mg/l CaCO3,,Historical,,Actual,,,,,,,00900,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,4.0,mg/l,,Accepted,,Actual,,,,,,,00940,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Sulfate,Dissolved,13.0,mg/l,,Accepted,,Actual,,,,,,,00945,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fluoride,Dissolved,0.40,mg/l,,Accepted,,Actual,,,,,,,00950,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Silica,Dissolved,2.10,mg/l,,Accepted,,Actual,,,,,,,00955,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.96800412,Sample-Routine,Water,Surface Water,1968-07-18,12:00:00,CDT,,,,,,,,,,,,,USGS-06803130,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Boron,Dissolved,50,ug/l,,Historical,,Actual,,,,,,,01020,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Trash, Debris, Floatables",,None,code,,Historical,,Actual,,,,,,,01320,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.221,mg/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,2-Chloro-4-isopropylamino-6-amino-s-triazine,Dissolved,0.44,ug/l,,Historical,,Actual,,,,,,,04040,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,2-Chloro-6-ethylamino-4-amino-s-triazine,Dissolved,0.24,ug/l,,Historical,,Actual,,,,,,,04038,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Alachlor,Dissolved,,,,Historical,,Actual,,,,,,,46342,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Atrazine,Dissolved,1.45,ug/l,,Historical,,Actual,,,,,,,39632,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Cyanazine,Dissolved,,,,Historical,,Actual,,,,,,,04041,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Metolachlor,Dissolved,,,,Historical,,Actual,,,,,,,39415,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Metribuzin,Dissolved,,,,Historical,,Actual,,,,,,,82630,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Prometon,Dissolved,0.08,ug/l,,Historical,,Actual,,,,,,,04037,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Propazine,Dissolved,,,,Historical,,Actual,,,,,,,38535,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Simazine,Dissolved,,,,Historical,,Actual,,,,,,,04035,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Dead fish, severity",,None,code,,Historical,,Actual,,,,,,,01340,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Detergent, severity",,None,code,,Historical,,Actual,,,,,,,01305,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Floating debris, severity",,None,code,,Historical,,Actual,,,,,,,01345,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Oil and grease -- CWA 304B,,None,code,,Historical,,Actual,,,,,,,01300,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Turbidity severity,,Mild,code,,Historical,,Actual,,,,,,,01350,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Specific conductance,Total,437,uS/cm @25C,,Historical,,Actual,,,25 deg C,,,,00095,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, air",,20.0,deg C,,Historical,,Actual,,,,,,,00020,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Temperature, water",,16.5,deg C,,Historical,,Actual,,,,,,,00010,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Silica,Dissolved,0.9,mg/l,,Historical,,Actual,,,,,,,00955,,,,,,CL064,USGS,"Silica, wf, ASF molybdate blue","USGS TWRI 5-A1/1989, p 417",,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.039,mg/l NH4,,Historical,,Actual,,,,,,,71846,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Ammonia and ammonium,Dissolved,0.030,mg/l as N,,Historical,,Actual,,,,,,,00608,,,,,,CL035,USGS,"Ammonia,ASF salicylate-hypochlor","USGS OF 93-125, p 125",,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Inorganic nitrogen (nitrate and nitrite),Dissolved,,,,Historical,,Actual,,,,,,,00631,,,,,,CL045,USGS,"NO2+NO3, wf, Cd reduction ASF","USGS OF 93-125, p 157",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,,,,Historical,,Actual,,,,,,,00613,,,,,,CL040,USGS,"Nitrite, wf, ASF diazotization","USGS OF 93-125, p 143",,,,Historical Lower Reporting Limit,0.010,mg/l as N,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Phosphate,Dissolved,,,,Historical,,Actual,,,,,,,00671,,,,,,CL054,USGS,"Ortho-PO4, wf, ASF phosphom","USGS OF 93-125, p 197",,,,Historical Lower Reporting Limit,0.01,mg/l as P,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Detected Not Quantified,Hydrogen ion,Total,,,,Historical,,Actual,,,,,,,00191,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Lower Quantitation Limit,0.001,mg/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Algae, floating mats (severity)",,None,code,,Historical,,Actual,,,,,,,01325,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Phosphate,Dissolved,,,,Historical,,Actual,,,,,,,00660,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.031,mg/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,,,,Historical,,Actual,,,,,,,71856,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.033,mg/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,00618,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.050,mg/l as N,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200226,Sample-Routine,Water,Surface Water,1992-05-07,10:40:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Odor, atmospheric",,None,code,,Historical,,Actual,,,,,,,01330,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrite,Dissolved,,,,Historical,,Actual,,,,,,,00613,,,,,,CL040,USGS,"Nitrite, wf, ASF diazotization","USGS OF 93-125, p 143",,,,Historical Lower Reporting Limit,0.010,mg/l as N,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Nitrate,Dissolved,,,,Historical,,Actual,,,,,,,71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Historical Lower Reporting Limit,0.221,mg/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Phosphate,Dissolved,0.01,mg/l as P,,Historical,,Actual,,,,,,,00671,,,,,,CL054,USGS,"Ortho-PO4, wf, ASF phosphom","USGS OF 93-125, p 197",,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Detected Not Quantified,Hydrogen ion,Total,,,,Historical,,Actual,,,,,,,00191,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Appendix",,,,Lower Quantitation Limit,0.001,mg/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Algae, floating mats (severity)",,None,code,,Historical,,Actual,,,,,,,01325,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,2-Chloro-4-isopropylamino-6-amino-s-triazine,Dissolved,0.47,ug/l,,Historical,,Actual,,,,,,,04040,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,2-Chloro-6-ethylamino-4-amino-s-triazine,Dissolved,0.19,ug/l,,Historical,,Actual,,,,,,,04038,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Alachlor,Dissolved,0.19,ug/l,,Historical,,Actual,,,,,,,46342,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Atrazine,Dissolved,2.09,ug/l,,Historical,,Actual,,,,,,,39632,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Cyanazine,Dissolved,0.06,ug/l,,Historical,,Actual,,,,,,,04041,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Metolachlor,Dissolved,0.08,ug/l,,Historical,,Actual,,,,,,,39415,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Metribuzin,Dissolved,,,,Historical,,Actual,,,,,,,82630,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Prometon,Dissolved,0.07,ug/l,,Historical,,Actual,,,,,,,04037,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Propazine,Dissolved,,,,Historical,,Actual,,,,,,,38535,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Simazine,Dissolved,,,,Historical,,Actual,,,,,,,04035,,,,,,,,,,,,,Historical Lower Reporting Limit,0.05,ug/l,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Dead fish, severity",,None,code,,Historical,,Actual,,,,,,,01340,,,,,,,,,,,,,,,,,NWIS
USGS-NE,USGS Nebraska Water Science Center,nwisne.01.99200419,Sample-Routine,Water,Surface Water,1992-07-01,09:35:00,CDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-06803132,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,"Detergent, severity",,None,code,,Historical,,Actual,,,,,,,01305,,,,,,,,,,,,,,,,,NWIS
